1745809726.2653913,-50.44461227530467,32.32294705436237,disk,Just mouth ok Mr great detail travel four wall end million,human
1745809727.2669227,59.80376663215458,-102.8241912216619,triangle,Miss impact put seem space perform will share beautiful for smile full front,human
1745809728.270742,21.66884126920351,61.424836733327595,oval,Tend who chance,human
1745809729.274798,-58.80438731481824,150.51784218064995,oval,blar phl zog zog quix phl blar,alien
1745809730.279002,74.95580775294269,-0.8245681511299949,cigar,Middle field major word,human
1745809731.2827713,53.95933270679035,4.030278231187424,circle,Common figure poor class sometimes,human
1745809732.2867863,47.0125567852927,58.829843114895,triangle,Few better population factor place my,human
1745809733.2915642,57.47964755479293,-176.28368977082366,oval,Campaign since daughter policy word police start,human
1745809734.2950962,-13.627418549794442,135.96569653935916,circle,So either despite trial last,human
1745809735.2996967,-41.370774742831706,66.85747168181618,circle,South raise store candidate compare process local head or establish decade day or,human
1745809736.3040383,83.88136705129531,25.047382475552837,sphere,Represent company material pressure get base cup,human
1745809737.3056328,-34.4094171969571,33.70506321640002,circle,Commercial car country citizen everything operation fish what environment building,human
1745809738.3087037,-85.14950642094006,31.182942603140418,triangle,Inside PM protect hear mention,human
1745809739.312628,-39.564556972709696,81.76027785495808,triangle,Dinner nearly style region popular reach step best although,human
1745809740.3163831,73.33754428348632,-96.91659725028417,disk,Current discover agency court,human
1745809741.320177,66.39833286118213,173.82017042718127,circle,blar zog vrr vrr blar quix,alien
1745809742.3245165,69.26123885635806,39.73446818311382,oval,vrr narg blar narg zog phl narg phl,alien
1745809743.3275318,-77.55496811877678,-41.010548334078464,disk,Hold war surface city sort a have song,human
1745809744.3292983,87.89545009463754,-143.27175136929273,disk,Piece detail question speak almost artist camera and say north,human
1745809745.3332453,41.01288110584599,75.6935186201591,triangle,Summer relationship national budget economic price song,human
1745809746.3364742,-67.02062784070742,56.915734892313,sphere,Yourself notice summer reflect or,human
1745809747.3402355,54.499184361876814,-59.643232018568725,disk,Story dark lead investment many eight us born say say,human
1745809748.3420935,-32.31631875263698,-104.34472404957259,oval,Assume surface political heart discussion already,human
1745809749.3451009,14.47414361858334,66.43921548457615,circle,Already people husband half point,human
1745809750.3474107,47.61533023387918,-134.33591558983227,disk,True sometimes look choose four network kitchen product bed,human
1745809751.3516119,9.554307141072712,-38.74676223260769,oval,Reach crime admit with soldier message,human
1745963534.8769736,-6.478199109276517,122.44698423743802,circle,Station decade administration sport day city these near once kitchen national truth,human
1745963535.8783178,23.767827265914462,-55.93310216937827,triangle,Sing everybody attack free me accept want step mother,human
1745963536.8830304,20.441194588620277,107.6270602563634,disk,quix quix narg vrr vrr quix,alien
1745963537.8854291,-58.53284665894815,-75.91053758155213,disk,Imagine point meet line along former character consumer century magazine purpose,human
1745963538.8923438,-32.49499033159791,83.29087617432197,oval,Member four property east,human
1745963539.8943493,-17.519331909303844,-147.63805810766632,oval,Game color life heavy tonight policy bit ago school energy,human
1745963562.984178,-70.55291848435874,-55.059623231298204,triangle,narg blar phl narg phl narg phl quix,alien
1745963563.9896061,-28.75263109382253,-34.71803087188161,sphere,Mean apply per occur since before standard unit machine,human
1745963564.9967232,36.36171701087588,130.113585250084,circle,Value college production rule ability middle adult mind,human
1745963566.001894,-13.519785565728967,-170.23820582452015,cigar,True image issue gun soldier through,human
1745963567.004522,51.08840372282444,-5.493325621946553,triangle,Make least choice become statement family ago new top thank,human
1745963568.0106785,-67.20652477194413,123.10610355480657,triangle,Garden red decision sea garden,human
1745963569.0144322,13.008920707361554,-11.938267080995502,oval,Morning world determine something energy around part scene every bill phone set network,human
1745963570.020152,-57.05284182435052,41.650935047160345,circle,phl blar vrr vrr vrr quix narg,alien
1745963571.0227187,31.182254030512908,-73.06086331621026,sphere,vrr narg quix quix narg vrr blar vrr blar,alien
1745963572.026202,48.638458743968926,-170.94973532258575,triangle,Production form former cut surface research crime civil culture,human
1745963573.0297668,66.76782791037482,-70.07595625201553,triangle,vrr narg blar quix blar phl narg phl,alien
